,Id,LotFrontage,LotArea,LotShape,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,Age_Category,MSZoning_FV,MSZoning_RL,MSZoning_RM,BldgType_1Fam,HouseStyle_2Story,Exterior1st_BrkFace,Exterior1st_Wd Sdng,Exterior2nd_Wd Sdng,MasVnrType_None,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,GarageType_Modified_Attchd,GarageType_Modified_Detchd,bathrooms_final,Garage_final,total_house_area,qual*total_house_area,semi_built_area,BsmtUnitsGrade,BsmtGrade,elec_inf,rooms_to_size,land_score
1216,1237,36.0,2628.0,4.0,289724.71499999997,7,5.0,2003.0,2003,106.0,4.0,0.0,0,0.0,764.0,764.0,5,1,764.0,862,1626.0,2,1,3.0,4,6,0.0,0,2003.0,2,2.0,474.0,1,0,27,6,2010,175500,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,1896.0,2390.0,16730.0,27.0,0,12224,10,542.0,9.826108354640688
1217,1238,41.0,12393.0,2.0,197965.77,7,5.0,2004.0,2005,0.0,4.0,0.0,0,0.0,847.0,847.0,5,1,847.0,1101,1948.0,2,1,5.0,4,8,1.0,4,2004.0,3,2.0,434.0,1,100,48,9,2006,195000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,2604.0,2795.0,19565.0,148.0,0,13552,10,389.6,11.370797225120187
1218,1239,63.0,13072.0,4.0,186555.8,6,5.0,2005.0,2005,0.0,4.0,0.0,0,0.0,1141.0,1141.0,5,1,1141.0,0,1141.0,1,1,4.0,3,6,0.0,0,2005.0,1,2.0,484.0,1,0,0,3,2006,142500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.5,968.0,2282.0,13692.0,0.0,0,18256,10,285.25,11.087665729533885
1219,1240,64.0,9037.0,3.0,242247.45,8,5.0,2006.0,2006,32.0,4.0,2.0,5,428.0,1048.0,1476.0,5,1,1484.0,0,1484.0,2,0,3.0,5,6,1.0,4,2006.0,2,2.0,472.0,1,120,33,12,2007,265900,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1888.0,2960.0,23680.0,153.0,2140,23616,10,494.6666666666667,11.188524081581791
1220,1241,65.0,8158.0,4.0,197965.77,7,5.0,2003.0,2003,252.0,4.0,0.0,5,550.0,334.0,884.0,5,1,884.0,884,1768.0,2,1,4.0,4,8,0.0,0,2003.0,2,2.0,543.0,1,0,63,7,2008,224900,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.25,2172.0,2652.0,18564.0,63.0,2750,14144,10,442.0,10.616192232311604
1221,1242,83.0,9849.0,4.0,225379.84,7,6.0,2007.0,2007,0.0,4.0,2.0,0,0.0,1686.125,1689.0,5,1,1689.0,0,1689.0,2,0,4.0,4,7,0.0,0,2007.0,2,3.0,952.125,1,0,56,6,2007,248328,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5724.0,3378.0,23646.0,56.0,0,27024,10,422.25,10.804563118603802
1222,1243,85.0,10625.0,4.0,189050.07,7,6.0,1974.0,1974,81.0,4.0,2.5,5,885.0,0.0,1053.0,3,1,1173.0,0,1173.0,2,0,4.0,4,6,2.0,3,1974.0,2,2.0,528.0,1,0,120,1,2010,170000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2112.0,2226.0,15582.0,120.0,4593,16848,8,293.25,10.880402906226719
1223,1245,74.0,11435.0,3.0,210624.73,8,7.0,1929.0,1950,0.0,4.0,0.0,0,0.0,792.0,792.0,2,1,792.0,725,1517.0,1,0,4.0,4,7,2.0,4,1931.0,1,2.0,400.0,1,0,0,6,2006,230000,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.25,800.0,2309.0,18472.0,0.0,0,12672,7,379.25,11.290344255512196
1224,1246,78.0,12090.0,4.0,189050.07,6,7.0,1984.0,2003,74.0,4.0,0.0,0,0.0,585.0,585.0,5,1,1140.0,728,1868.0,3,1,4.0,3,7,1.0,3,1984.0,3,2.0,477.0,1,268,112,1,2007,178000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.25,2862.0,2453.0,14718.0,527.0,0,9360,10,467.0,11.009571856042939
1225,1247,65.0,8125.0,4.0,225379.84,7,5.0,2005.0,2006,0.0,4.0,0.0,0,0.0,756.0,756.0,5,1,756.0,797,1553.0,2,1,4.0,4,6,0.0,0,2005.0,2,2.0,615.0,1,0,45,3,2006,186500,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,2460.0,2309.0,16163.0,45.0,0,12096,10,388.25,10.612138919632038
1226,1248,73.0,12328.0,3.0,156270.12,6,5.0,1976.0,1976,335.0,3.0,2.0,5,539.0,473.0,1012.0,3,1,1034.0,0,1034.0,1,0,4.0,3,6,0.0,0,1976.0,1,3.0,888.0,1,0,0,5,2010,169900,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2664.0,2046.0,12276.0,0.0,2695,9108,8,258.5,11.211387846228007
1227,1249,60.0,9600.0,4.0,128225.3,6,5.0,1917.0,1950,0.0,4.0,0.0,2,319.0,416.0,735.0,2,0,1134.0,924,2058.0,1,1,4.0,3,8,1.0,4,1950.0,1,2.0,396.0,1,0,0,4,2008,129500,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.5,792.0,2793.0,16758.0,0.0,638,11760,6,514.5,10.778956289890028
1228,1250,60.0,7200.0,4.0,145847.08,5,7.0,1950.0,1950,0.0,3.0,0.0,3,534.0,246.0,876.0,3,1,988.0,0,988.0,1,0,4.0,3,6,0.0,0,1950.0,1,1.0,276.0,1,0,80,5,2007,119000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,276.0,1864.0,9320.0,80.0,1794,7884,8,247.0,10.491274217438248
1229,1251,93.0,11160.0,4.0,145847.08,7,5.0,1968.0,1968,0.0,3.0,0.0,4,1065.0,1045.0,1992.375,5,1,2106.125,0,2110.0,2,1,4.0,5,8,2.0,3,1968.0,3,2.0,522.0,1,0,0,4,2010,244000,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.25,3132.0,4220.0,29540.0,0.0,4260,18990,10,527.5,10.929529148369403
1230,1252,85.5,3136.0,3.0,289724.71499999997,7,5.0,2003.0,2003,163.0,4.0,0.0,0,0.0,1405.0,1405.0,5,1,1405.0,0,1405.0,2,0,3.0,4,6,1.0,4,2003.0,2,2.0,478.0,1,148,36,3,2006,171750,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1912.0,2810.0,19670.0,184.0,0,22480,10,468.3333333333333,9.842462850698354
1231,1253,62.0,9858.0,4.0,156270.12,5,6.0,1968.0,1968,0.0,3.0,0.0,3,510.0,354.0,864.0,3,1,874.0,0,874.0,1,0,4.0,3,5,0.0,0,1968.0,2,1.0,288.0,1,33,0,11,2009,130000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,576.0,1738.0,8690.0,33.0,1530,7776,8,218.5,10.805476499699424
1232,1254,68.0,17352.5,3.0,238772.73,7,7.0,1974.0,2003,0.0,3.0,2.5,1,125.0,36.0,1192.0,3,1,1516.0,651,2167.0,2,1,4.0,4,9,2.0,4,1974.0,2,2.0,518.0,1,220,47,7,2007,294000,2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.25,2072.0,3359.0,23513.0,267.0,4249,10728,8,541.75,11.564112753739382
1233,1255,60.0,6931.0,4.0,128219.7,7,5.0,2003.0,2004,92.0,4.0,0.0,0,0.0,746.0,746.0,5,1,760.0,896,1656.0,2,1,4.0,4,7,1.0,4,2003.0,3,2.0,397.0,1,178,128,7,2008,165400,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2382.0,2402.0,16814.0,306.0,0,11936,10,414.0,10.453197294352085
1234,1256,52.0,6240.0,4.0,124834.05,6,6.0,1931.0,1950,0.0,3.0,0.0,1,425.0,459.0,884.0,3,1,959.0,408,1367.0,1,0,4.0,3,6,1.0,4,1978.0,1,1.0,560.0,1,0,0,11,2007,127500,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.25,560.0,2251.0,13506.0,120.0,425,7956,7,341.75,10.348173373797573
1235,1257,91.0,14303.0,3.0,289724.71499999997,8,5.0,1994.0,1994,394.375,4.0,2.5,5,1314.0,672.0,1986.0,5,1,1987.0,0,1987.0,2,0,3.0,4,7,1.0,3,1994.0,3,2.0,691.0,1,262,36,8,2008,301500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4146.0,3973.0,31784.0,298.0,6570,31776,10,653.5833333333333,11.359984053682956
1236,1258,56.0,4060.0,4.0,128219.7,5,7.5,1922.0,1950,0.0,2.0,0.0,0,0.0,864.0,864.0,5,1,864.0,0,864.0,1,0,3.0,3,4,0.0,0,1950.0,0,0.0,0.0,1,0,96,7,2009,99900,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,1728.0,8640.0,96.0,0,3456,10,288.0,9.918376165029878
1237,1259,59.0,9587.0,3.0,192854.51,7,5.0,2005.0,2005,182.0,4.0,2.5,5,655.0,201.0,856.0,5,1,1166.0,0,1166.0,2,0,3.0,4,5,0.0,0,2005.0,3,2.0,400.0,1,212,0,7,2008,190000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2400.0,2022.0,14154.0,212.0,3275,13696,10,388.6666666666667,10.959922762305052
1238,1260,65.0,9750.0,4.0,145847.08,6,7.5,1969.0,1969,0.0,4.0,0.0,4,602.0,14.0,1054.0,4,1,1054.0,0,1054.0,1,1,4.0,3,6,0.0,0,1969.0,1,2.0,460.0,1,180,0,7,2008,151000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.5,920.0,2108.0,12648.0,260.0,2846,16864,9,263.5,10.794460476425993
1239,1261,65.0,17352.5,1.5,192854.51,6,5.0,1999.0,1999,0.0,4.0,0.0,0,0.0,841.0,841.0,5,1,892.0,783,1675.0,2,1,4.0,3,7,1.0,3,1999.0,3,2.0,502.0,1,0,103,6,2009,181000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,3012.0,2516.0,15096.0,103.0,0,13456,10,418.75,11.844600154469802
1240,1262,80.0,9600.0,4.0,145847.08,5,6.0,1956.0,1956,0.0,3.0,0.0,2,504.0,546.0,1050.0,4,1,1050.0,0,1050.0,1,0,3.0,3,5,0.0,0,1956.0,1,1.0,338.0,1,0,0,6,2009,128900,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,338.0,2100.0,10500.0,0.0,1008,9450,9,350.0,10.778956289890028
1241,1263,80.0,11250.0,4.0,212565.43,4,5.0,1957.0,1989,0.0,3.0,2.0,0,0.0,1104.0,1104.0,5,1,1104.0,684,1788.0,1,0,5.5,3,8,2.0,3,1957.0,1,1.0,304.0,1,120,0,11,2009,161500,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,304.0,2892.0,11568.0,120.0,0,9936,9,298.0,10.937561320066667
1242,1264,60.0,13515.0,4.0,124834.05,6,6.0,1919.0,1950,0.0,3.0,0.0,0,0.0,764.0,764.0,5,1,1060.0,764,1824.0,1,0,4.0,3,8,1.0,4,1940.0,1,2.0,520.0,0,0,0,7,2007,180500,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.25,1040.0,2588.0,15528.0,0.0,0,6876,9,456.0,11.120993371144648
1243,1265,34.0,4060.0,4.0,145847.08,6,5.0,1998.0,1999,0.0,4.0,0.0,5,266.0,1139.0,1405.0,5,1,1337.0,0,1337.0,2,0,3.0,4,5,0.0,0,1998.0,3,2.0,511.0,1,144,68,8,2008,181000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3066.0,2742.0,16452.0,212.0,1330,22480,10,445.6666666666667,9.918376165029878
1244,1266,35.0,3735.0,4.0,225379.84,7,5.0,1999.0,1999,218.0,4.0,0.0,5,450.0,241.0,691.0,5,1,713.0,739,1452.0,2,1,4.0,4,6,0.0,0,1999.0,1,2.0,506.0,1,0,34,3,2006,183900,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.25,1012.0,2143.0,15001.0,34.0,2250,11056,10,363.0,9.834941010001018
1245,1267,60.0,10120.0,3.0,128225.3,7,4.0,1910.0,1950,0.0,3.0,0.0,0,0.0,925.0,925.0,3,0,964.0,925,1889.0,1,1,5.0,3,9,1.0,4,1960.0,1,1.0,308.0,0,0,0,1,2007,122000,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.5,308.0,2814.0,19698.0,0.0,0,8325,5,377.8,11.16817909189677
1246,1268,89.0,13214.0,3.0,242247.45,9,5.0,2008.0,2009,0.0,5.0,2.5,0,0.0,1686.125,1992.375,5,1,2018.0,0,2018.0,2,0,4.0,5,10,1.0,4,2009.0,3,3.0,746.0,1,144,76,5,2010,378500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,5739.5,4020.0,34119.375,220.0,0,36026,10,504.5,11.568473694269667
1247,1269,74.0,14100.0,3.0,210624.73,8,7.5,1935.0,1997,394.375,3.0,1.0,2,192.0,536.0,728.0,5,1,1968.0,1479,2715.375,3,1,5.0,4,10,2.0,4,1982.0,1,3.0,952.125,1,314,12,5,2008,381000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.25,3042.0,4175.0,33400.0,326.0,384,6552,10,653.5833333333333,11.16336798880036
1248,1270,78.0,11344.0,4.0,145847.08,5,5.0,1958.0,1958,180.0,3.0,0.0,3,460.0,414.0,874.0,3,1,874.0,650,1524.0,1,1,4.0,3,7,0.0,0,1958.0,1,1.0,315.0,1,0,0,7,2007,144000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5,315.0,2398.0,11990.0,0.0,1380,7866,7,381.0,10.94588216120601
1249,1271,80.0,17352.5,4.0,212565.43,7,6.0,1979.0,1979,0.0,4.0,2.5,5,1258.0,74.0,1332.0,3,1,1332.0,192,1524.0,0,1,1.5,4,4,1.0,3,1979.0,3,2.0,586.0,1,268,0,4,2010,260000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,3516.0,2856.0,19992.0,268.0,6290,21312,8,653.5833333333333,11.844600154469802
1250,1272,80.0,9156.0,3.0,189050.07,6,7.0,1968.0,1968,0.0,3.0,0.0,0,0.0,1489.0,1489.0,4,1,1489.0,0,1489.0,2,0,4.0,4,7,1.0,4,1968.0,2,2.0,462.0,1,0,0,8,2009,185750,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1848.0,2978.0,17868.0,0.0,0,13401,9,372.25,10.913924150300513
1251,1273,71.0,13526.0,3.0,136793.14,5,6.0,1965.0,1965,114.0,3.0,0.0,3,560.0,0.0,935.0,3,1,935.0,0,935.0,1,0,4.0,3,5,0.0,0,1965.0,1,1.0,288.0,1,180,0,11,2006,137000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,288.0,1870.0,9350.0,180.0,2055,8415,8,233.75,11.30412850736294
1252,1274,110.0,11512.0,3.0,128219.7,6,7.0,1959.0,2006,84.0,3.0,2.0,4,719.0,300.0,1019.0,4,1,1357.0,0,1357.0,1,0,3.0,5,5,1.0,4,1959.0,2,1.0,312.0,1,0,0,5,2008,177000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,624.0,2376.0,14256.0,163.0,2876,9171,9,452.3333333333333,11.14290471779526
1253,1275,53.0,5362.0,4.0,210624.73,5,6.0,1910.0,2003,0.0,3.0,0.0,0,0.0,661.0,661.0,5,1,661.0,589,1250.0,2,0,4.0,3,8,1.0,4,1985.0,1,2.0,552.0,1,242,0,11,2007,139000,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1104.0,1911.0,9555.0,242.0,0,5949,10,312.5,10.196530231230005
1254,1276,95.0,11345.0,4.0,145847.08,5,5.0,1948.0,1950,394.375,3.0,0.0,2,220.0,708.0,928.0,4,1,928.0,992,1920.0,2,0,5.0,3,10,0.0,0,1948.0,1,2.0,400.0,1,0,0,7,2007,137000,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,800.0,2848.0,14240.0,0.0,440,8352,8,384.0,10.945970309648043
1255,1277,80.0,12936.0,3.0,189050.07,6,6.0,1972.0,1972,0.0,3.0,0.0,3,593.0,130.0,723.0,3,1,735.0,660,1395.0,1,1,4.0,3,6,1.0,3,1972.0,1,2.0,497.0,1,294,116,12,2009,162000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,994.0,2118.0,12708.0,410.0,1779,6507,8,348.75,11.259528870484997
1256,1278,80.0,17352.5,3.0,189050.07,6,5.0,1967.0,1976,359.0,4.0,2.0,4,528.0,1152.0,1680.0,2,1,1724.0,0,1724.0,1,1,4.0,3,7,1.0,4,1967.0,2,2.0,480.0,1,0,0,6,2009,197900,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,1920.0,3404.0,20424.0,0.0,2112,26880,7,431.0,11.582694035524852
1257,1279,75.0,9473.0,4.0,197965.77,8,5.0,2002.0,2002,0.0,4.0,0.0,5,804.0,324.0,1128.0,5,1,1128.0,903,2031.0,2,1,4.0,4,7,1.0,4,2002.0,2,2.0,577.0,1,0,165,3,2008,237000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.25,2308.0,3159.0,25272.0,211.0,4020,18048,10,507.75,10.765638838309634
1258,1280,60.0,7500.0,4.0,100123.78,4,4.0,1920.0,1950,0.0,3.0,0.0,0,0.0,698.0,698.0,3,1,698.0,430,1128.0,1,0,3.0,3,6,0.0,0,1980.0,2,2.0,528.0,1,30,0,4,2010,68400,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.25,2112.0,1826.0,7304.0,30.0,0,6282,7,376.0,10.532096211958502
1259,1281,67.0,9808.0,3.0,197965.77,7,5.0,2002.0,2002,110.0,4.0,0.0,5,788.0,785.0,1573.0,5,1,1573.0,0,1573.0,2,0,4.0,4,6,0.0,0,2002.0,2,2.0,544.0,1,0,72,3,2009,227000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2176.0,3146.0,22022.0,72.0,3940,25168,10,393.25,10.982713127404047
1260,1282,50.0,8049.0,3.0,242247.45,7,5.0,1990.0,1990,54.0,4.0,0.0,4,1053.0,256.0,1309.0,3,1,1339.0,0,1339.0,2,0,3.0,3,6,1.0,3,1990.0,3,2.0,484.0,1,0,58,7,2006,180000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2904.0,2648.0,18536.0,148.0,4212,20944,8,446.3333333333333,10.78506260832179
1261,1283,61.0,8800.0,3.0,197965.77,5,7.0,1977.0,2008,0.0,4.0,1.0,1,532.0,364.0,1040.0,3,1,1040.0,0,1040.0,2,0,4.0,4,5,0.0,0,1977.0,1,2.0,484.0,1,0,0,9,2009,150500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,968.0,2080.0,10400.0,288.0,820,16640,8,260.0,10.874266469694353
1262,1284,94.0,9400.0,4.0,156270.12,6,5.0,1971.0,1971,0.0,3.0,2.0,0,0.0,912.0,912.0,3,1,912.0,912,1824.0,2,2,5.0,3,8,0.0,0,1971.0,0,0.0,0.0,1,128,0,4,2010,139000,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2736.0,16416.0,128.0,0,8208,8,364.8,11.227906509937931
1263,1285,50.0,9638.0,4.0,142591.36,6,7.0,1919.0,1990,0.0,3.0,0.0,0,0.0,804.0,804.0,5,1,1699.0,748,2447.0,2,0,5.0,4,10,1.0,4,1969.0,1,1.0,336.0,1,272,0,3,2010,169000,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,336.0,3251.0,19506.0,388.0,0,7236,10,489.4,10.782906809634378
1264,1286,50.0,6000.0,4.0,124834.05,6,6.0,1939.0,1950,0.0,3.0,0.0,0,0.0,780.0,780.0,5,1,825.0,587,1412.0,1,0,5.0,3,6,1.0,4,1939.0,1,1.0,280.0,1,45,0,5,2009,132500,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.25,280.0,2192.0,13152.0,45.0,0,7020,8,282.4,10.308952660644293
1265,1287,80.0,9790.0,4.0,189050.07,6,5.0,1963.0,1963,394.375,3.0,0.0,4,569.0,678.0,1328.0,3,1,1328.0,0,1328.0,1,1,4.0,3,6,2.0,4,1963.0,1,2.0,528.0,1,0,26,6,2010,143000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,1056.0,2656.0,15936.0,26.0,2438,11952,8,332.0,10.798554647958657
1266,1288,80.0,17352.5,3.0,212565.43,5,5.0,1964.0,1964,394.375,3.0,2.0,2,812.0,812.0,1624.0,2,1,1582.0,0,1582.0,2,0,5.0,3,7,0.0,0,1964.0,1,2.0,390.0,0,168,165,6,2006,190000,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,780.0,3206.0,16030.0,366.0,1624,14616,7,316.4,11.844600154469802
1267,1289,40.0,5664.0,3.0,289724.71499999997,8,5.0,2000.0,2000,0.0,4.0,0.0,5,1158.0,343.0,1501.0,5,1,1659.0,0,1659.0,2,0,3.0,5,5,1.0,5,2000.0,3,2.0,499.0,1,212,59,10,2009,278000,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2994.0,3160.0,25280.0,271.0,5790,24016,10,553.0,10.433645104601611
1268,1290,86.0,11065.0,3.0,289724.71499999997,8,5.0,2006.0,2006,394.375,4.0,1.0,0,0.0,1085.0,1085.0,5,1,1120.0,850,1970.0,2,1,4.0,5,8,1.0,4,2006.0,3,3.0,753.0,1,177,74,10,2006,281000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,5739.5,3055.0,24440.0,251.0,0,17360,10,492.5,11.103301721713205
1269,1291,73.0,14112.0,3.0,145847.08,5,7.0,1964.0,1964,86.0,3.0,2.0,5,1014.0,138.0,1152.0,3,1,1152.0,0,1152.0,1,0,4.0,3,6,1.0,4,1964.0,2,2.0,484.0,1,227,0,4,2010,180500,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1936.0,2304.0,11520.0,227.0,5070,10368,8,288.0,11.346540247474628
1270,1292,30.0,1680.0,4.0,104493.75,5,7.0,1972.0,1972,268.0,3.0,0.0,4,231.0,399.0,630.0,3,1,630.0,672,1302.0,2,1,4.0,3,6,0.0,0,1972.0,1,1.0,264.0,1,185,0,2,2009,119500,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.5,264.0,1932.0,9660.0,185.0,924,5670,8,325.5,9.826108354640688
1271,1293,60.0,6600.0,4.0,128225.3,5,4.0,1892.0,1965,0.0,3.0,0.0,0,0.0,994.0,994.0,3,0,1378.0,994,2372.0,2,0,5.0,3,10,0.0,0,1985.0,2,1.0,432.0,1,0,165,12,2009,107500,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,864.0,3366.0,16830.0,287.0,0,8946,7,474.4,10.404262840448617
1272,1294,78.0,10140.0,4.0,189050.07,7,5.0,1976.0,1976,0.0,4.0,0.0,5,194.0,638.0,832.0,3,1,832.0,832,1664.0,2,1,5.0,3,8,1.0,3,1976.0,2,2.0,528.0,1,0,28,3,2006,162900,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,2112.0,2496.0,17472.0,287.0,970,13312,8,332.8,10.833681189579275
1273,1295,60.0,8172.0,4.0,128219.7,5,7.0,1955.0,1990,0.0,3.0,0.0,2,167.0,697.0,864.0,3,1,864.0,0,864.0,1,0,3.0,3,5,0.0,0,1957.0,1,2.0,572.0,0,0,0,4,2006,115000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1144.0,1728.0,8640.0,0.0,334,7776,8,288.0,10.617906868371612
1274,1296,70.0,8400.0,4.0,145847.08,5,5.0,1968.0,1968,168.0,3.0,2.0,3,1016.0,36.0,1052.0,4,1,1052.0,0,1052.0,1,1,4.0,3,5,0.0,0,1968.0,2,1.0,288.0,1,356,0,11,2006,138500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,576.0,2104.0,10520.0,356.0,3048,9468,9,263.0,10.645424897265505
